,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,delta_t_prev,delta_t,del_delta_t,knee_angular_vel_r_prev,knee_angular_vel_r,knee_angular_acc_r,ankle_angular_vel_r_prev,ankle_angular_vel_r,ankle_angular_acc_r,knee_angular_vel_l_prev,knee_angular_vel_l,knee_angular_acc_l,ankle_angular_vel_l_prev,ankle_angular_vel_l,ankle_angular_acc_l
60,3.53,-33.09773008,-116.8080589,-10.21150476,1.2433207,3.52,3.525,-4.33388312,-4.41171415,-4.49730425,3.66700393,3.85931404,4.04494678,-23.24617616,-21.83200666,-20.42161877,-12.2773703,-12.70983307,-13.0880419,0.005,0.005,0.005,-15.566206,-17.11802,-310.3628,38.462022,37.126548,-267.0948,282.8339,282.077578,-151.2644,-86.492554,-75.641766,2170.1576
61,3.535,-33.53045693,-118.3470123,-11.2871196,1.17822913,3.525,3.53,-4.41171415,-4.49730425,-4.59121086,3.85931404,4.04494678,4.22850919,-21.83200666,-20.42161877,-19.01943797,-12.70983307,-13.0880419,-13.41523246,0.005,0.005,0.005,-17.11802,-18.781322,-332.6604,37.126548,36.712482,-82.8132,282.077578,280.43616,-328.2836,-75.641766,-65.438112,2040.7308
62,3.54,-33.90476703,-119.9208657,-12.43091474,1.09584576,3.53,3.535,-4.49730425,-4.59121086,-4.70725724,4.04494678,4.22850919,4.42288282,-20.42161877,-19.01943797,-17.61185243,-13.0880419,-13.41523246,-13.69030133,0.005,0.005,0.005,-18.781322,-23.209276,-885.5908,36.712482,38.874726,432.4488,280.43616,281.517108,216.1896,-65.438112,-55.013774,2084.8676
63,3.545,-34.20738156,-121.5406712,-13.62079754,0.99614913,3.535,3.54,-4.59121086,-4.70725724,-4.81029795,4.22850919,4.42288282,4.58091096,-19.01943797,-17.61185243,-16.2547321,-13.41523246,-13.69030133,-13.89541017,0.005,0.005,0.005,-23.209276,-20.608142,520.2268,38.874726,31.605628,-1453.8196,281.517108,271.424066,-2018.6084,-55.013774,-41.021768,2798.4012
64,3.55,-34.43003914,-123.215733,-14.84462546,0.87944554,3.54,3.545,-4.70725724,-4.81029795,-4.94589297,4.42288282,4.58091096,4.75526926,-17.61185243,-16.2547321,-14.87323309,-13.69030133,-13.89541017,-14.09766228,0.005,0.005,0.005,-20.608142,-27.119004,-1302.1724,31.605628,34.87166,653.2064,271.424066,276.299802,975.1472,-41.021768,-40.450422,114.2692
65,3.555,-34.56828067,-124.9506241,-16.08958408,0.74643845,3.545,3.55,-4.81029795,-4.94589297,-5.09266558,4.58091096,4.75526926,4.92121881,-16.2547321,-14.87323309,-13.54851144,-13.89541017,-14.09766228,-14.25609215,0.005,0.005,0.005,-27.119004,-29.354522,-447.1036,34.87166,33.18991,-336.35,276.299802,264.94433,-2271.0944,-40.450422,-31.685974,1752.8896
66,3.56,-34.6202407,-126.7417438,-17.34215188,0.59826996,3.55,3.555,-4.94589297,-5.09266558,-5.24723281,4.75526926,4.92121881,5.07882501,-14.87323309,-13.54851144,-12.22961402,-14.09766228,-14.25609215,-14.38622257,0.005,0.005,0.005,-29.354522,-30.913446,-311.7848,33.18991,31.52124,-333.734,264.94433,263.779484,-232.9692,-31.685974,-26.026084,1131.978
67,3.565,-34.58818666,-128.579467,-18.58790582,0.43656404,3.555,3.56,-5.09266558,-5.24723281,-5.42750911,4.92121881,5.07882501,5.22926197,-13.54851144,-12.22961402,-10.96261883,-14.25609215,-14.38622257,-14.53508389,0.005,0.005,0.005,-30.913446,-36.05526,-1028.3628,31.52124,30.087392,-286.7696,263.779484,253.399038,-2076.0892,-26.026084,-29.772264,-749.236
68,3.57,-34.47867794,-130.4510172,-19.80244684,0.26209081,3.56,3.565,-5.24723281,-5.42750911,-5.60968033,5.07882501,5.22926197,5.37377617,-12.22961402,-10.96261883,-9.72405643,-14.38622257,-14.53508389,-14.66192608,0.005,0.005,0.005,-36.05526,-36.434244,-75.7968,30.087392,28.90284,-236.9104,253.399038,247.71248,-1137.3116,-29.772264,-25.368438,880.7652
69,3.575,-34.29786217,-132.3382614,-20.97090306,0.07671219,3.565,3.57,-5.42750911,-5.60968033,-5.8053474,5.22926197,5.37377617,5.49288257,-10.96261883,-9.72405643,-8.5394211,-14.53508389,-14.66192608,-14.80914156,0.005,0.005,0.005,-36.434244,-39.133414,-539.834,28.90284,23.82128,-1016.312,247.71248,236.927066,-2157.0828,-25.368438,-29.443096,-814.9316
70,3.58,-34.05195811,-134.2197292,-22.09831198,-0.11242181,3.57,3.575,-5.60968033,-5.8053474,-6.01297552,5.37377617,5.49288257,5.60281255,-9.72405643,-8.5394211,-7.42510804,-14.66192608,-14.80914156,-14.99454809,0.005,0.005,0.005,-39.133414,-41.525624,-478.442,23.82128,21.985996,-367.0568,236.927066,222.862612,-2812.8908,-29.443096,-37.081306,-1527.642
71,3.585,-33.74730273,-136.0746416,-23.15721272,-0.30168073,3.575,3.58,-5.8053474,-6.01297552,-6.22109334,5.49288257,5.60281255,5.69705505,-8.5394211,-7.42510804,-6.36893927,-14.80914156,-14.99454809,-15.1479697,0.005,0.005,0.005,-41.525624,-41.623564,-19.588,21.985996,18.8485,-627.4992,222.862612,211.233754,-2325.7716,-37.081306,-30.684322,1279.3968
72,3.59,-33.39181298,-137.8834427,-24.11882507,-0.48716985,3.58,3.585,-6.01297552,-6.22109334,-6.43788054,5.60281255,5.69705505,5.780556,-7.42510804,-6.36893927,-5.41128202,-14.99454809,-15.1479697,-15.31728305,0.005,0.005,0.005,-41.623564,-43.35744,-346.7752,18.8485,16.70019,-429.662,211.233754,191.53145,-3940.4608,-30.684322,-33.86267,-635.6696
73,3.595,-32.99198587,-139.6244767,-24.95406564,-0.66483753,3.585,3.59,-6.22109334,-6.43788054,-6.64953938,5.69705505,5.780556,5.8364692,-6.36893927,-5.41128202,-4.55739686,-15.1479697,-15.31728305,-15.36471921,0.005,0.005,0.005,-43.35744,-42.331768,205.1344,16.70019,11.18264,-1103.51,191.53145,170.777032,-4150.8836,-33.86267,-9.487232,4875.0876
74,3.6,-32.55122533,-141.2750396,-25.63466874,-0.83060508,3.59,3.595,-6.43788054,-6.64953938,-6.88684383,5.780556,5.8364692,5.86955709,-5.41128202,-4.55739686,-3.83032952,-15.31728305,-15.36471921,-15.45566076,0.005,0.005,0.005,-42.331768,-47.46089,-1025.8244,11.18264,6.617578,-913.0124,170.777032,145.413468,-5072.7128,-9.487232,-18.18831,-1740.2156
75,3.605,-32.07232385,-142.8147388,-26.13440439,-0.98051371,3.595,3.6,-6.64953938,-6.88684383,-7.13320339,5.8364692,5.86955709,5.89316023,-4.55739686,-3.83032952,-3.22501085,-15.36471921,-15.45566076,-15.4744919,0.005,0.005,0.005,-47.46089,-49.271912,-362.2044,6.617578,4.720628,-379.39,145.413468,121.063734,-4869.9468,-18.18831,-3.766228,2884.4164
76,3.61,-31.55705616,-144.2261836,-26.43040543,-1.11087911,3.6,3.605,-6.88684383,-7.13320339,-7.37005239,5.86955709,5.89316023,5.89348824,-3.83032952,-3.22501085,-2.76270262,-15.45566076,-15.4744919,-15.39821707,0.005,0.005,0.005,-49.271912,-47.3698,380.4224,4.720628,0.065602,-931.0052,121.063734,92.461646,-5720.4176,-3.766228,15.254966,3804.2388
77,3.615,-31.00592235,-145.4960659,-26.50451394,-1.21844129,3.605,3.61,-7.13320339,-7.37005239,-7.63207828,5.89316023,5.89348824,5.88133481,-3.22501085,-2.76270262,-2.47320069,-15.4744919,-15.39821707,-15.27019842,0.005,0.005,0.005,-47.3698,-52.405178,-1007.0756,0.065602,-2.430686,-499.2576,92.461646,57.900386,-6912.252,15.254966,25.60373,2069.7528
78,3.62,-30.41842632,-146.6142431,-26.34449823,-1.3004949,3.61,3.615,-7.37005239,-7.63207828,-7.8969632,5.89348824,5.88133481,5.83492252,-2.76270262,-2.47320069,-2.33249808,-15.39821707,-15.27019842,-15.0833082,0.005,0.005,0.005,-52.405178,-52.976984,-114.3612,-2.430686,-9.282458,-1370.3544,57.900386,28.140522,-5951.9728,25.60373,37.378044,2354.8628
79,3.625,-29.79086007,-147.5688105,-25.94503287,-1.35498748,3.615,3.62,-7.63207828,-7.8969632,-8.15194458,5.88133481,5.83492252,5.76822451,-2.47320069,-2.33249808,-2.33321405,-15.27019842,-15.0833082,-14.85536761,0.005,0.005,0.005,-52.976984,-50.996276,396.1416,-9.282458,-13.339602,-811.4288,28.140522,-0.143194,-5656.7432,37.378044,45.588118,1642.0148
80,3.63,-29.11761576,-148.3476033,-25.30836627,-1.38057557,3.62,3.625,-7.8969632,-8.15194458,-8.42175872,5.83492252,5.76822451,5.65850146,-2.33249808,-2.33321405,-2.48272083,-15.0833082,-14.85536761,-14.62588374,0.005,0.005,0.005,-50.996276,-53.962828,-593.3104,-13.339602,-21.94461,-1721.0016,-0.143194,-29.901356,-5951.6324,45.588118,45.896774,61.7312
81,3.635,-28.39117812,-148.9368177,-24.44460295,-1.37663408,3.625,3.63,-8.15194458,-8.42175872,-8.66994406,5.76822451,5.65850146,5.52049592,-2.33321405,-2.48272083,-2.78762894,-14.85536761,-14.62588374,-14.33837431,0.005,0.005,0.005,-53.962828,-49.637068,865.152,-21.94461,-27.601108,-1131.2996,-29.901356,-60.981622,-6216.0532,45.896774,57.501886,2321.0224
82,3.64,-27.60285734,-149.3211041,-23.3715465,-1.34321998,3.63,3.635,-8.42175872,-8.66994406,-8.9515105,5.65850146,5.52049592,5.35121415,-2.48272083,-2.78762894,-3.15278974,-14.62588374,-14.33837431,-14.13664275,0.005,0.005,0.005,-49.637068,-56.313288,-1335.244,-27.601108,-33.856354,-1251.0492,-60.981622,-73.03216,-2410.1076,57.501886,40.346312,-3431.1148
83,3.645,-26.74374587,-149.4842867,-22.11409486,-1.2809975,3.635,3.64,-8.66994406,-8.9515105,-9.24531567,5.52049592,5.35121415,5.18457144,-2.78762894,-3.15278974,-3.62611761,-14.33837431,-14.13664275,-13.92445012,0.005,0.005,0.005,-56.313288,-58.761034,-489.5492,-33.856354,-33.328542,105.5624,-73.03216,-94.665574,-4326.6828,40.346312,42.438526,418.4428
84,3.65,-25.80625712,-149.4089988,-20.70322092,-1.19113752,3.64,3.645,-8.9515105,-9.24531567,-9.545286,5.35121415,5.18457144,4.98298183,-3.15278974,-3.62611761,-4.17635241,-14.13664275,-13.92445012,-13.72326657,0.005,0.005,0.005,-58.761034,-59.994066,-246.6064,-33.328542,-40.317922,-1397.876,-94.665574,-110.04696,-3076.2772,42.438526,40.23671,-440.3632
85,3.655,-24.78219389,-149.0739161,-19.17458434,-1.07520905,3.645,3.65,-9.24531567,-9.545286,-9.85446617,5.18457144,4.98298183,4.75359075,-3.62611761,-4.17635241,-4.77709469,-13.92445012,-13.72326657,-13.54378873,0.005,0.005,0.005,-59.994066,-61.836034,-368.3936,-40.317922,-45.878216,-1112.0588,-110.04696,-120.148456,-2020.2992,40.23671,35.895568,-868.2284
86,3.66,-23.66442462,-148.4554002,-17.56682486,-0.93508194,3.65,3.655,-9.545286,-9.85446617,-10.16665282,4.98298183,4.75359075,4.49657458,-4.17635241,-4.77709469,-5.41503189,-13.72326657,-13.54378873,-13.35560285,0.005,0.005,0.005,-61.836034,-62.43733,-120.2592,-45.878216,-51.403234,-1105.0036,-120.148456,-127.58744,-1487.7968,35.895568,37.637176,348.3216
87,3.665,-22.44034249,-147.5290381,-15.91962092,-0.77285639,3.655,3.66,-9.85446617,-10.16665282,-10.48171302,4.75359075,4.49657458,4.18929121,-4.77709469,-5.41503189,-6.0655063,-13.54378873,-13.35560285,-13.22508267,0.005,0.005,0.005,-62.43733,-63.01204,-114.942,-51.403234,-61.456674,-2010.688,-127.58744,-130.094882,-501.4884,37.637176,26.104036,-2306.628
88,3.67,-21.09586264,-146.2709733,-14.27166141,-0.5908293,3.66,3.665,-10.16665282,-10.48171302,-10.82669477,4.49657458,4.18929121,3.87487823,-5.41503189,-6.0655063,-6.69290976,-13.35560285,-13.22508267,-13.13805149,0.005,0.005,0.005,-63.01204,-68.99635,-1196.862,-61.456674,-62.882596,-285.1844,-130.094882,-125.480692,922.838,26.104036,17.406236,-1739.56
89,3.675,-19.62814955,-144.6591853,-12.65871435,-0.3915009,3.665,3.67,-10.48171302,-10.82669477,-11.18895209,4.18929121,3.87487823,3.50400234,-6.0655063,-6.69290976,-7.31979041,-13.22508267,-13.13805149,-13.10315565,0.005,0.005,0.005,-68.99635,-72.451464,-691.0228,-62.882596,-74.175178,-2258.5164,-125.480692,-125.37613,20.9124,17.406236,6.979168,-2085.4136
90,3.68,-18.03341307,-142.6705784,-11.11195968,-0.17761797,3.67,3.675,-10.82669477,-11.18895209,-11.56338524,3.87487823,3.50400234,3.13066741,-6.69290976,-7.31979041,-7.88023905,-13.13805149,-13.10315565,-13.19174461,0.005,0.005,0.005,-72.451464,-74.88663,-487.0332,-74.175178,-74.666986,-98.3616,-125.37613,-112.089728,2657.2804,6.979168,-17.717792,-4939.392
91,3.685,-16.30662362,-140.2803711,-14.5503507,1.80941633,3.675,3.68,-11.18895209,-11.56338524,-11.95268665,3.50400234,3.13066741,2.67412162,-7.31979041,-7.88023905,-8.39863483,-13.10315565,-13.19174461,-13.4273102,0.005,0.005,0.005,-74.88663,-77.860282,-594.7304,-74.666986,-91.309158,-3328.4344,-112.089728,-103.679156,1682.1144,-17.717792,-47.113118,-5879.0652
92,3.69,-14.44285017,-137.4626994,-14.44415215,3.12986704,3.68,3.685,-11.56338524,-11.95268665,-12.36058691,3.13066741,2.67412162,2.20074165,-7.88023905,-8.39863483,-8.88531426,-13.19174461,-13.4273102,-13.83378285,0.005,0.005,0.005,-77.860282,-81.580052,-743.954,-91.309158,-94.675994,-673.3672,-103.679156,-97.335886,1268.654,-47.113118,-81.29453,-6836.2824
93,3.695,-12.43876652,-134.1886841,-13.77853605,4.74794661,3.685,3.69,-11.95268665,-12.36058691,-12.79438929,2.67412162,2.20074165,1.66799992,-8.39863483,-8.88531426,-9.30726924,-13.4273102,-13.83378285,-14.4608739,0.005,0.005,0.005,-81.580052,-86.760476,-1036.0848,-94.675994,-106.548346,-2374.4704,-97.335886,-84.390996,2588.978,-81.29453,-125.41821,-8824.736
94,3.7,-10.29898215,-130.4277934,-12.09009433,6.56030671,3.69,3.695,-12.36058691,-12.79438929,-13.27343515,2.20074165,1.66799992,1.09842217,-8.88531426,-9.30726924,-9.6864413,-13.83378285,-14.4608739,-15.31693943,0.005,0.005,0.005,-86.760476,-95.809172,-1809.7392,-106.548346,-113.91555,-1473.4408,-84.390996,-75.834412,1711.3168,-125.41821,-171.213106,-9158.9792
95,3.705,-8.03980063,-126.1465391,-9.06219467,8.4218444,3.695,3.7,-12.79438929,-13.27343515,-13.76629874,1.66799992,1.09842217,0.47056435,-9.30726924,-9.6864413,-10.058208,-14.4608739,-15.31693943,-16.31286103,0.005,0.005,0.005,-95.809172,-98.572718,-552.7092,-113.91555,-125.571564,-2331.2028,-75.834412,-74.35334,296.2144,-171.213106,-199.18432,-5594.2428
96,3.71,-5.68036622,-121.3233685,-4.79947676,10.18040154,3.7,3.705,-13.27343515,-13.76629874,-14.3229032,1.09842217,0.47056435,-0.20433029,-9.6864413,-10.058208,-10.41127417,-15.31693943,-16.31286103,-17.44202226,0.005,0.005,0.005,-98.572718,-111.320892,-2549.6348,-125.571564,-134.978928,-1881.4728,-74.35334,-70.613234,748.0212,-199.18432,-225.832246,-5329.5852
97,3.715,-3.24362551,-115.9520918,0.26780467,11.69244489,3.705,3.71,-13.76629874,-14.3229032,-14.89962251,0.47056435,-0.20433029,-0.94436119,-10.058208,-10.41127417,-10.8022049,-16.31286103,-17.44202226,-18.56773461,0.005,0.005,0.005,-111.320892,-115.343862,-804.594,-134.978928,-148.00618,-2605.4504,-70.613234,-78.186146,-1514.5824,-225.832246,-225.14247,137.9552
98,3.72,-0.77585222,-110.0305514,5.73569156,12.84186024,3.71,3.715,-14.3229032,-14.89962251,-15.54610873,-0.20433029,-0.94436119,-1.74422218,-10.41127417,-10.8022049,-11.22483722,-17.44202226,-18.56773461,-19.63511349,0.005,0.005,0.005,-115.343862,-129.297244,-2790.6764,-148.00618,-159.972198,-2393.2036,-78.186146,-84.526464,-1268.0636,-225.14247,-213.475776,2333.3388
99,3.725,1.64954046,-103.5701599,11.30331872,13.53951009,3.715,3.72,-14.89962251,-15.54610873,-16.22029125,-0.94436119,-1.74422218,-2.63380465,-10.8022049,-11.22483722,-11.70240795,-18.56773461,-19.63511349,-20.51958563,0.005,0.005,0.005,-129.297244,-134.836504,-1107.852,-159.972198,-177.916494,-3588.8592,-84.526464,-95.514146,-2197.5364,-213.475776,-176.894428,7316.2696
100,3.73,3.94615603,-96.59472606,16.82995193,13.73999647,3.72,3.725,-15.54610873,-16.22029125,-16.9475576,-1.74422218,-2.63380465,-3.59905193,-11.22483722,-11.70240795,-12.25743363,-19.63511349,-20.51958563,-21.246415,0.005,0.005,0.005,-134.836504,-145.45327,-2123.3532,-177.916494,-193.049456,-3026.5924,-95.514146,-111.005136,-3098.198,-176.894428,-145.365874,6305.7108
101,3.735,6.03023681,-89.14285088,22.29311146,13.45740264,3.725,3.73,-16.22029125,-16.9475576,-17.73151921,-2.63380465,-3.59905193,-4.67290213,-11.70240795,-12.25743363,-12.87613406,-20.51958563,-21.246415,-21.72535207,0.005,0.005,0.005,-145.45327,-156.792322,-2267.8104,-193.049456,-214.77004,-4344.1168,-111.005136,-123.740086,-2546.99,-145.365874,-95.787414,9915.692
102,3.74,7.82418916,-81.26879003,27.73098473,12.76539924,3.73,3.735,-16.9475576,-17.73151921,-18.56786846,-3.59905193,-4.67290213,-5.87544481,-12.25743363,-12.87613406,-13.55553106,-21.246415,-21.72535207,-21.94506344,0.005,0.005,0.005,-156.792322,-167.26985,-2095.5056,-214.77004,-240.508536,-5147.6992,-123.740086,-135.8794,-2427.8628,-95.787414,-43.942274,10369.028
103,3.745,9.25013028,-73.0501719,33.09681378,11.75024193,3.735,3.74,-17.73151921,-18.56786846,-19.40147845,-4.67290213,-5.87544481,-7.37200651,-12.87613406,-13.55553106,-14.33659711,-21.72535207,-21.94506344,-21.78793411,0.005,0.005,0.005,-167.26985,-166.721998,109.5704,-240.508536,-299.31234,-11760.7608,-135.8794,-156.21321,-4066.762,-43.942274,31.425866,15073.628
104,3.75,10.3448367,-64.59617121,38.27527321,10.49418468,3.74,3.745,-18.56786846,-19.40147845,-20.36808031,-5.87544481,-7.37200651,-8.80623607,-13.55553106,-14.33659711,-15.0504471,-21.94506344,-21.78793411,-21.60524501,0.005,0.005,0.005,-166.721998,-193.320372,-5319.6748,-299.31234,-286.845912,2493.2856,-156.21321,-142.769998,2688.6424,31.425866,36.53782,1022.3908
105,3.755,11.07150075,-56.04257555,43.13758238,9.06766046,3.745,3.75,-19.40147845,-20.36808031,-21.3825405,-7.37200651,-8.80623607,-10.49421857,-14.33659711,-15.0504471,-15.82058734,-21.78793411,-21.60524501,-21.15102691,0.005,0.005,0.005,-193.320372,-202.892038,-1914.3332,-286.845912,-337.5965,-10150.1176,-142.769998,-154.028048,-2251.61,36.53782,90.84362,10861.16
106,3.76,11.33159562,-47.55339344,47.62189136,7.52880276,3.75,3.755,-20.36808031,-21.3825405,-22.42001604,-8.80623607,-10.49421857,-12.39681427,-15.0504471,-15.82058734,-16.57846905,-21.60524501,-21.15102691,-20.5287697,0.005,0.005,0.005,-202.892038,-207.495108,-920.614,-337.5965,-380.51914,-8584.528,-154.028048,-151.576342,490.3412,90.84362,124.451442,6721.5644
107,3.765,11.18163144,-39.31460212,51.7324935,5.92607174,3.755,3.76,-21.3825405,-22.42001604,-23.44606491,-10.49421857,-12.39681427,-14.58242857,-15.82058734,-16.57846905,-17.32121098,-21.15102691,-20.5287697,-19.77805618,0.005,0.005,0.005,-207.495108,-205.209774,457.0668,-380.51914,-437.12286,-11320.744,-151.576342,-148.548386,605.5912,124.451442,150.142704,5138.2524
108,3.77,10.70441279,-31.52263031,55.50123401,4.30373955,3.76,3.765,-22.42001604,-23.44606491,-24.60697817,-12.39681427,-14.58242857,-16.72643303,-16.57846905,-17.32121098,-17.95233065,-20.5287697,-19.77805618,-19.1104978,0.005,0.005,0.005,-205.209774,-232.182652,-5394.5756,-437.12286,-428.800892,1664.3936,-148.548386,-126.223934,4464.8904,150.142704,133.511676,-3326.2056
109,3.775,9.979959,-24.37144863,58.93743352,2.69882769,3.765,3.77,-23.44606491,-24.60697817,-25.78856535,-14.58242857,-16.72643303,-19.03680508,-17.32121098,-17.95233065,-18.54477192,-19.77805618,-19.1104978,-18.36527966,0.005,0.005,0.005,-232.182652,-236.317436,-826.9568,-428.800892,-462.07441,-6654.7036,-126.223934,-118.488254,1547.136,133.511676,149.043628,3106.3904
110,3.78,9.05239218,-18.03187026,62.01758891,1.13665779,3.77,3.775,-24.60697817,-25.78856535,-27.02143816,-16.72643303,-19.03680508,-21.387415,-17.95233065,-18.54477192,-19.05635765,-19.1104978,-18.36527966,-17.66454706,0.005,0.005,0.005,-236.317436,-246.574562,-2051.4252,-462.07441,-470.121984,-1609.5148,-118.488254,-102.317146,3234.2216,149.043628,140.14652,-1779.4216
111,3.785,7.91791383,-12.62869528,64.70512629,-0.36622356,3.775,3.78,-25.78856535,-27.02143816,-28.29954617,-19.03680508,-21.387415,-23.69383424,-18.54477192,-19.05635765,-19.47556549,-18.36527966,-17.66454706,-17.01092593,0.005,0.005,0.005,-246.574562,-255.621602,-1809.408,-470.121984,-461.283848,1767.6272,-102.317146,-83.841568,3695.1156,140.14652,130.724226,-1884.4588
112,3.79,6.59807752,-8.20731702,66.97337616,-1.79488693,3.78,3.785,-27.02143816,-28.29954617,-29.63667109,-21.387415,-23.69383424,-25.87052541,-19.05635765,-19.47556549,-19.80587234,-17.66454706,-17.01092593,-16.41241192,0.005,0.005,0.005,-255.621602,-267.424984,-2360.6764,-461.283848,-435.338234,5189.1228,-83.841568,-66.06137,3556.0396,130.724226,119.702802,-2204.2848
113,3.795,5.05638234,-4.72023783,68.78357145,-3.143923,3.785,3.79,-28.29954617,-29.63667109,-31.05716055,-23.69383424,-25.87052541,-27.74268613,-19.47556549,-19.80587234,-20.0234136,-17.01092593,-16.41241192,-15.9506649,0.005,0.005,0.005,-267.424984,-284.097892,-3334.5816,-435.338234,-374.432144,12181.218,-66.06137,-43.508252,4510.6236,119.702802,92.349404,-5470.6796
114,3.8,3.50607589,-2.06956801,70.09830994,-4.4107951,3.79,3.795,-29.63667109,-31.05716055,-32.47870124,-25.87052541,-27.74268613,-29.54320476,-19.80587234,-20.0234136,-20.21747807,-16.41241192,-15.9506649,-15.34335283,0.005,0.005,0.005,-284.097892,-284.308138,-42.0492,-374.432144,-360.103726,2865.6836,-43.508252,-38.812894,939.0716,92.349404,121.462414,5822.602
115,3.805,-3.80773302,1.95500438,70.88725583,-5.59797307,3.795,3.8,-31.05716055,-32.47870124,-33.93504543,-27.74268613,-29.54320476,-31.07587121,-20.0234136,-20.21747807,-20.32547323,-15.9506649,-15.34335283,-14.84067137,0.005,0.005,0.005,-284.308138,-291.268838,-1392.14,-360.103726,-306.53329,10714.0872,-38.812894,-21.599032,3442.7724,121.462414,100.536292,-4185.2244
116,3.81,-3.56605721,2.06704058,71.13990501,-6.71410105,3.8,3.805,-32.47870124,-33.93504543,-35.42984728,-29.54320476,-31.07587121,-32.25767621,-20.21747807,-20.32547323,-20.34183123,-15.34335283,-14.84067137,-14.43801395,0.005,0.005,0.005,-291.268838,-298.96037,-1538.3064,-306.53329,-236.361,14034.458,-21.599032,-3.2716,3665.4864,100.536292,80.531484,-4000.9616
117,3.815,-3.11783057,2.17426055,70.8687149,-7.77368678,3.805,3.81,-33.93504543,-35.42984728,-36.95618936,-31.07587121,-32.25767621,-33.25680812,-20.32547323,-20.34183123,-20.32631483,-14.84067137,-14.43801395,-13.92947412,0.005,0.005,0.005,-298.96037,-305.268416,-1261.6092,-236.361,-199.826382,7306.9236,-3.2716,3.10328,1274.976,80.531484,101.707966,4235.2964
118,3.82,-2.48735277,2.2723996,70.1119987,-8.79206255,3.81,3.815,-35.42984728,-36.95618936,-38.50040485,-32.25767621,-33.25680812,-33.96143758,-20.34183123,-20.32631483,-20.24724344,-14.43801395,-13.92947412,-13.48913165,0.005,0.005,0.005,-305.268416,-308.843098,-714.9364,-199.826382,-140.925892,11780.098,3.10328,15.814278,2542.1996,101.707966,88.068494,-2727.8944
119,3.825,-1.77141175,2.3522275,68.91903517,-9.78929695,3.815,3.82,-36.95618936,-38.50040485,-40.06950708,-33.25680812,-33.96143758,-34.37939319,-20.32631483,-20.24724344,-20.11814266,-13.92947412,-13.48913165,-13.11012612,0.005,0.005,0.005,-308.843098,-313.820446,-995.4696,-140.925892,-83.591122,11466.954,15.814278,25.820156,2001.1756,88.068494,75.801106,-2453.4776
120,3.83,-1.36824287,2.38025516,67.35372306,-10.78424779,3.82,3.825,-38.50040485,-40.06950708,-41.63030941,-33.96143758,-34.37939319,-34.57784878,-20.24724344,-20.11814266,-19.91873666,-13.48913165,-13.11012612,-12.66783844,0.005,0.005,0.005,-313.820446,-312.160466,331.996,-83.591122,-39.691118,8780.0008,25.820156,39.8812,2812.2088,75.801106,88.457536,2531.286
121,3.835,-0.81659975,2.38906567,65.4907151,-11.79180463,3.825,3.83,-40.06950708,-41.63030941,-43.19353246,-34.37939319,-34.57784878,-34.50779204,-20.11814266,-19.91873666,-19.69695327,-13.11012612,-12.66783844,-12.25935951,0.005,0.005,0.005,-312.160466,-312.64461,-96.8288,-39.691118,14.011348,10740.4932,39.8812,44.356678,895.0956,88.457536,81.695786,-1352.35
122,3.84,-0.1479012,2.3771879,63.41070595,-12.82484421,3.83,3.835,-41.63030941,-43.19353246,-44.73498925,-34.57784878,-34.50779204,-34.22524497,-19.91873666,-19.69695327,-19.4326944,-12.66783844,-12.25935951,-11.87591197,0.005,0.005,0.005,-312.64461,-308.291358,870.6504,14.011348,56.509414,8499.6132,44.356678,52.851774,1699.0192,81.695786,76.689508,-1001.2556
123,3.845,0.60157325,2.34393013,61.19239052,-13.89284209,3.835,3.84,-43.19353246,-44.73498925,-46.25232712,-34.50779204,-34.22524497,-33.73849018,-19.69695327,-19.4326944,-19.143111,-12.25935951,-11.87591197,-11.49749389,0.005,0.005,0.005,-308.291358,-303.467574,964.7568,56.509414,97.350958,8168.3088,52.851774,57.91668,1012.9812,76.689508,75.683616,-201.1784
124,3.85,1.39297864,2.28950374,58.90810887,-15.00046013,3.84,3.845,-44.73498925,-46.25232712,-47.71725411,-34.22524497,-33.73849018,-33.10328285,-19.4326944,-19.143111,-18.81213639,-11.87591197,-11.49749389,-11.14946714,0.005,0.005,0.005,-303.467574,-292.985398,2096.4352,97.350958,127.041466,5938.1016,57.91668,66.194922,1655.6484,75.683616,69.60535,-1215.6532
