,time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev_prev,time_prev,knee_angle_r_prev_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev_prev,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev_prev,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev_prev,ankle_angle_l_prev,ankle_angle_l,delta_t_prev,delta_t,del_delta_t,knee_angular_vel_r_prev,knee_angular_vel_r,knee_angular_acc_r,ankle_angular_vel_r_prev,ankle_angular_vel_r,ankle_angular_acc_r,knee_angular_vel_l_prev,knee_angular_vel_l,knee_angular_acc_l,ankle_angular_vel_l_prev,ankle_angular_vel_l,ankle_angular_acc_l,knee_r_sin,knee_r_sin2,knee_r_cos,knee_r_cos2,ankle_r_sin,ankle_r_sin2,ankle_r_cos,ankle_r_cos2,knee_l_sin,knee_l_sin2,knee_l_cos,knee_l_cos2,ankle_l_sin,ankle_l_sin2,ankle_l_cos,ankle_l_cos2,knee_angle_r_^2,knee_angle_r_^3,ankle_angle_r_^2,ankle_angle_r_^3,knee_angle_l_^2,knee_angle_l_^3,ankle_angle_l_^2,ankle_angle_l_^3,knee_angle_r_tan,ankle_angle_r_tan,knee_angle_l_tan,ankle_angle_l_tan
274,4.6,11.08025905,-35.83306834,6.24266474,0.86126219,4.59,4.595,-12.12868641,-11.67784418,-11.22145936,-5.09280629,-4.97999561,-4.88079747,-61.05633929,-61.41443258,-61.69827239,-22.12811119,-21.46901219,-20.80092457,0.005,0.005,0.005,90.168446,91.276964,221.7036,22.562136,19.839628,-544.5016,-71.618658,-56.767962,2970.1392,131.8198,133.617524,359.5448,-0.194601741,-0.381762822,0.980882339,0.924260325,-0.085082996,-0.169548947,0.996373867,0.985521768,-0.880463058,-0.834881058,0.474114757,-0.550430394,-0.355122047,-0.663950346,0.934819946,0.747776663,125.9211502,-1413.019069,23.82218394,-116.2712551,3806.676816,-234865.3831,432.678463,-9000.112071,-0.198394581,-0.085392641,-1.857067396,-0.379882831
275,4.605,9.16020155,-37.38522109,5.4642081,0.78728412,4.595,4.6,-11.67784418,-11.22145936,-10.76098864,-4.97999561,-4.88079747,-4.78352774,-61.41443258,-61.69827239,-61.92243175,-21.46901219,-20.80092457,-20.14590963,0.005,0.005,0.005,91.276964,92.094144,163.436,19.839628,19.453946,-77.1364,-56.767962,-44.831872,2387.218,133.617524,131.002988,-522.9072,-0.186712455,-0.366858086,0.982414607,0.930276919,-0.083391353,-0.166201781,0.996516875,0.986091764,-0.882311203,-0.830548626,0.470666485,-0.556946119,-0.344412056,-0.646680878,0.938818585,0.762760671,115.7988765,-1246.110395,22.88213764,-109.4573401,3834.387554,-237434.6016,405.8576748,-8176.37204,-0.19005464,-0.083682831,-1.874599595,-0.366856879
276,4.61,7.30635927,-38.9688281,4.66078659,0.72879833,4.6,4.605,-11.22145936,-10.76098864,-10.31988172,-4.88079747,-4.78352774,-4.68573189,-61.69827239,-61.92243175,-62.07735903,-20.80092457,-20.14590963,-19.48938593,0.005,0.005,0.005,92.094144,88.221384,-774.552,19.453946,19.55917,21.0448,-44.831872,-30.985456,2769.2832,131.002988,131.30474,60.3504,-0.179143614,-0.352491192,0.983822934,0.935815131,-0.081690318,-0.162834579,0.996657761,0.986653384,-0.883580654,-0.827524541,0.468279006,-0.561429545,-0.333632229,-0.629032415,0.942703313,0.777379072,106.4999587,-1099.066977,21.95608334,-102.8803199,3853.598504,-239221.2179,379.8361639,-7402.773589,-0.182089284,-0.081964262,-1.886867963,-0.353910105
277,4.615,5.50690368,-40.58145572,3.85063897,0.68481066,4.605,4.61,-10.76098864,-10.31988172,-9.88589636,-4.78352774,-4.68573189,-4.59257644,-61.92243175,-62.07735903,-62.17073752,-20.14590963,-19.48938593,-18.83537236,0.005,0.005,0.005,88.221384,86.797072,-284.8624,19.55917,18.63109,-185.616,-30.985456,-18.675698,2461.9516,131.30474,130.802714,-100.4052,-0.171686606,-0.338274674,0.985151618,0.941047419,-0.080069775,-0.159625385,0.996789261,0.987177662,-0.884342664,-0.825690155,0.466838359,-0.564123894,-0.322850061,-0.611122961,0.946450124,0.791535676,97.73094684,-966.1580116,21.09175836,-96.86551251,3865.200604,-240302.3722,354.7712519,-6682.248633,-0.174274297,-0.080327687,-1.894323051,-0.341116825
278,4.62,3.74232372,-42.22107165,3.04992838,0.65401075,4.61,4.615,-10.31988172,-9.88589636,-9.47827117,-4.68573189,-4.59257644,-4.49837946,-62.07735903,-62.17073752,-62.2067578,-19.48938593,-18.83537236,-18.17816579,0.005,0.005,0.005,86.797072,81.525038,-1054.4068,18.63109,18.839396,41.6612,-18.675698,-7.204056,2294.3284,130.802714,131.441314,127.72,-0.164673555,-0.324850905,0.986348123,0.94576524,-0.078430899,-0.156378594,0.996919552,0.987697188,-0.884635977,-0.824980204,0.466282304,-0.565161625,-0.311972882,-0.592805258,0.950091007,0.805345842,89.83762437,-851.5053651,20.23541777,-91.02658764,3869.680716,-240720.2911,330.4457115,-6006.896928,-0.166952774,-0.078673248,-1.897211129,-0.328361051
279,4.625,2.01502711,-43.88617761,2.27258169,0.63489924,4.615,4.62,-9.88589636,-9.47827117,-9.04119593,-4.59257644,-4.49837946,-4.42066717,-62.17073752,-62.2067578,-62.18240708,-18.83537236,-18.17816579,-17.54395603,0.005,0.005,0.005,81.525038,87.415048,1178.002,18.839396,15.542458,-659.3876,-7.204056,4.870144,2414.84,131.441314,126.841952,-919.8724,-0.157144577,-0.310384302,0.987575608,0.950611164,-0.07707867,-0.153698724,0.997025014,0.988117757,-0.884437727,-0.825460294,0.466658233,-0.564460187,-0.301437381,-0.574832631,0.953485975,0.818271011,81.74322384,-739.0565027,19.54229823,-86.3899962,3866.65175,-240437.7132,307.7903932,-5399.861124,-0.159121566,-0.077308662,-1.895257954,-0.316142438
280,4.63,0.33049333,-45.57447376,1.53016257,0.62588826,4.62,4.625,-9.47827117,-9.04119593,-8.64596287,-4.49837946,-4.42066717,-4.32337079,-62.2067578,-62.18240708,-62.11415446,-18.17816579,-17.54395603,-16.92215556,0.005,0.005,0.005,87.415048,79.046612,-1673.6872,15.542458,19.459276,783.3636,4.870144,13.650524,1756.076,126.841952,124.360094,-496.3716,-0.150328479,-0.297240324,0.988636105,0.954802697,-0.07538547,-0.150341916,0.997154467,0.988634062,-0.883881201,-0.826802757,0.467711473,-0.562491956,-0.29107216,-0.556938112,0.956701102,0.830553996,74.75267395,-646.3088434,18.69153499,-80.81043639,3858.168184,-239646.8545,286.3593488,-4845.817446,-0.152056432,-0.075600594,-1.889800128,-0.304245662
281,4.635,-1.30292652,-47.28386817,0.83178517,0.62537587,4.625,4.63,-9.04119593,-8.64596287,-8.26962944,-4.42066717,-4.32337079,-4.18428334,-62.18240708,-62.11415446,-62.00221841,-17.54395603,-16.92215556,-16.32798633,0.005,0.005,0.005,79.046612,75.266686,-755.9852,19.459276,27.81749,1671.6428,13.650524,22.38721,1747.3372,124.360094,118.833846,-1105.2496,-0.143831667,-0.284672258,0.989602168,0.958624903,-0.072964624,-0.145540277,0.997334529,0.989352327,-0.882965769,-0.828994268,0.469437376,-0.5592571,-0.281135496,-0.539593526,0.959668085,0.841925666,68.38677107,-565.5332554,17.50822707,-73.25938284,3844.275088,-238353.5836,266.6031376,-4353.092386,-0.145342918,-0.073159628,-1.880902149,-0.292950761
282,4.64,-2.87924615,-49.01348419,0.18408445,0.63179751,4.63,4.635,-8.64596287,-8.26962944,-7.8909244,-4.32337079,-4.18428334,-4.12797886,-62.11415446,-62.00221841,-61.82681409,-16.92215556,-16.32798633,-15.72101942,0.005,0.005,0.005,75.266686,75.741008,94.8644,27.81749,11.260896,-3311.3188,22.38721,35.080864,2538.7308,118.833846,121.393382,511.9072,-0.137287649,-0.271975404,0.990531222,0.962304203,-0.071984509,-0.143595527,0.99740575,0.989636461,-0.881524507,-0.832402908,0.472138268,-0.554170911,-0.270953599,-0.521635756,0.96259241,0.853168294,62.26668789,-491.3417268,17.04020947,-70.34162446,3822.554941,-236336.3937,247.1504516,-3885.457049,-0.138600021,-0.072171741,-1.867089719,-0.281483208
283,4.645,-4.38646095,-50.76158582,-0.40874166,0.64365813,4.635,4.64,-8.26962944,-7.8909244,-7.53875286,-4.18428334,-4.12797886,-4.01911446,-62.00221841,-61.82681409,-61.61098151,-16.32798633,-15.72101942,-15.14430174,0.005,0.005,0.005,75.741008,70.434308,-1061.34,11.260896,21.77288,2102.3968,35.080864,43.166516,1617.1304,121.393382,115.343536,-1209.9692,-0.131196741,-0.260125445,0.991356351,0.96557483,-0.070089267,-0.139833797,0.997540723,0.990174989,-0.879739717,-0.836554356,0.475455604,-0.547883938,-0.261250945,-0.504355879,0.965270917,0.863495888,56.83279468,-428.4483935,16.15328104,-64.92188541,3795.913043,-233869.9283,229.3498752,-3473.343714,-0.132340647,-0.070262061,-1.850308861,-0.270650385
284,4.65,-5.81529353,-52.52744656,-0.94480822,0.65955046,4.64,4.645,-7.8909244,-7.53875286,-7.22222389,-4.12797886,-4.01911446,-3.8983178,-61.82681409,-61.61098151,-61.35449356,-15.72101942,-15.14430174,-14.57489434,0.005,0.005,0.005,70.434308,63.305794,-1425.7028,21.77288,24.159332,477.2904,43.166516,51.29759,1626.2148,115.343536,113.88148,-292.4112,-0.125718046,-0.2494412,0.992066012,0.968389946,-0.067985999,-0.135657396,0.997686275,0.990755808,-0.877602504,-0.841426032,0.479389034,-0.540372309,-0.251645307,-0.487094484,0.967819528,0.873349279,52.16051792,-376.7149386,15.19688167,-59.24227432,3764.37388,-230961.253,212.427545,-3096.109024,-0.126723468,-0.068143664,-1.83066871,-0.260012636
285,4.655,-7.15513715,-54.3097372,-1.42433613,0.67816504,4.645,4.65,-7.53875286,-7.22222389,-6.92278835,-4.01911446,-3.8983178,-3.76184338,-61.61098151,-61.35449356,-61.05307445,-15.14430174,-14.57489434,-14.02311046,0.005,0.005,0.005,63.305794,59.887108,-683.7372,24.159332,27.294884,627.1104,51.29759,60.283822,1797.2464,113.88148,110.356776,-704.9408,-0.12053168,-0.239305884,0.992709481,0.970944228,-0.065609391,-0.130936056,0.997845383,0.991390816,-0.875068423,-0.847064888,0.483999231,-0.531489488,-0.242313248,-0.47018369,0.970198067,0.882568579,47.92499854,-331.7746216,14.15146562,-53.23559724,3727.4779,-227573.9857,196.647627,-2757.611395,-0.121416872,-0.06575106,-1.80799548,-0.249756474
286,4.66,-8.39418786,-56.10640099,-1.84937503,0.69829649,4.65,4.655,-7.22222389,-6.92278835,-6.63930214,-3.8983178,-3.76184338,-3.62423694,-61.35449356,-61.05307445,-60.71523071,-14.57489434,-14.02311046,-13.47980693,0.005,0.005,0.005,59.887108,56.697242,-637.9732,27.294884,27.521288,45.2808,60.283822,67.568748,1456.9852,110.356776,108.660706,-339.214,-0.115618529,-0.229686311,0.993293691,0.973264711,-0.063212694,-0.126172546,0.998000078,0.992008311,-0.872199332,-0.853273681,0.489150616,-0.52146335,-0.233102652,-0.453362342,0.972452134,0.891326308,44.08033291,-292.6626486,13.1350934,-47.6046907,3686.33924,-223816.9374,181.7051949,-2449.350945,-0.116399138,-0.063339367,-1.783089511,-0.239706041
287,4.665,-9.52409899,-57.91593455,-2.22347881,0.7188492,4.655,4.66,-6.92278835,-6.63930214,-6.36519823,-3.76184338,-3.62423694,-3.47755589,-61.05307445,-60.71523071,-60.34591109,-14.02311046,-13.47980693,-12.94493699,0.005,0.005,0.005,56.697242,54.820782,-375.292,27.521288,29.33621,362.9844,67.568748,73.863924,1259.0352,108.660706,106.973988,-337.3436,-0.110865292,-0.220363712,0.993835443,0.975417774,-0.060657542,-0.121091699,0.998158636,0.992641325,-0.869028246,-0.859925133,0.494762475,-0.510420186,-0.224014551,-0.436642801,0.9745858,0.899634962,40.51574851,-257.8907707,12.09339497,-42.0554569,3641.628985,-219757.419,167.5713937,-2169.201132,-0.111552966,-0.060769441,-1.75645545,-0.229856161
288,4.67,-10.53868861,-59.73750804,-2.55135818,0.73884392,4.66,4.665,-6.63930214,-6.36519823,-6.13120934,-3.62423694,-3.47755589,-3.30439358,-60.71523071,-60.34591109,-59.93329009,-13.47980693,-12.94493699,-12.4101752,0.005,0.005,0.005,54.820782,46.797778,-1604.6008,29.33621,34.632462,1059.2504,73.863924,82.5242,1732.0552,106.973988,106.952358,-4.326,-0.106805677,-0.212389479,0.994279914,0.977185095,-0.057640582,-0.115089498,0.9983374,0.993355127,-0.865442663,-0.867187362,0.501007981,-0.497982006,-0.214908772,-0.419774482,0.976634128,0.90762844,37.59172797,-230.4827536,10.91901693,-36.08072945,3591.999261,-215280.3337,154.0124485,-1911.321469,-0.10742013,-0.057736575,-1.727402948,-0.220050442
289,4.675,-11.4335108,-61.57094943,-2.82641922,0.75872125,4.665,4.67,-6.36519823,-6.13120934,-5.93151612,-3.47755589,-3.30439358,-3.10379367,-60.34591109,-59.93329009,-59.48164184,-12.94493699,-12.4101752,-11.90345756,0.005,0.005,0.005,46.797778,39.938644,-1371.8268,34.632462,40.119982,1097.504,82.5242,90.32965,1561.09,106.952358,101.343528,-1121.766,-0.103339668,-0.2055728,0.994646125,0.978641826,-0.054144928,-0.108131004,0.998533087,0.994136654,-0.861466496,-0.874930204,0.507814412,-0.484249046,-0.206263234,-0.403655721,0.97849654,0.914910957,35.18288348,-208.6878405,9.633535146,-29.90050541,3538.065716,-210449.9577,141.6923019,-1686.628302,-0.103895913,-0.054224471,-1.696419943,-0.210796079
290,4.68,-12.20886298,-63.41696269,-3.05913731,0.77721676,4.67,4.675,-6.13120934,-5.93151612,-5.74585862,-3.30439358,-3.10379367,-2.87536512,-59.93329009,-59.48164184,-58.97139875,-12.4101752,-11.90345756,-11.45854876,0.005,0.005,0.005,39.938644,37.1315,-561.4288,40.119982,45.68571,1113.1456,90.32965,102.048618,2343.7936,101.343528,88.98176,-2472.3536,-0.100116144,-0.199226273,0.994975757,0.979953515,-0.050163526,-0.100200743,0.998741018,0.994967241,-0.856910094,-0.88341586,0.515465897,-0.468589819,-0.198658945,-0.389398822,0.980068683,0.921069247,33.01489128,-189.6988977,8.267724573,-23.77272686,3477.625871,-205080.4619,131.2983397,-1504.488427,-0.100621692,-0.050226761,-1.6623992,-0.202699003
291,4.685,-12.87217211,-65.27683553,-3.25514105,0.79378307,4.675,4.68,-5.93151612,-5.74585862,-5.59959262,-3.10379367,-2.87536512,-2.66763062,-59.48164184,-58.97139875,-58.46405618,-11.90345756,-11.45854876,-10.904029,0.005,0.005,0.005,37.1315,29.2532,-1575.66,45.68571,41.5469,-827.762,102.048618,101.468514,-116.0208,88.98176,110.903952,4384.4384,-0.097575824,-0.194220402,0.995228094,0.980957917,-0.046542118,-0.092983364,0.998916328,0.995667662,-0.852312213,-0.891575434,0.523033355,-0.452872218,-0.189164493,-0.371498413,0.981945413,0.928433589,31.35543751,-175.5776765,7.116253125,-18.98353474,3418.045865,-199832.8255,118.8978484,-1296.465587,-0.098043679,-0.046592609,-1.629556135,-0.192642575
292,4.69,-13.43593881,-67.15132365,-3.41928543,0.80810572,4.68,4.685,-5.74585862,-5.59959262,-5.45945174,-2.87536512,-2.66763062,-2.41260816,-58.97139875,-58.46405618,-57.86771474,-11.45854876,-10.904029,-10.51880968,0.005,0.005,0.005,29.2532,28.028176,-245.0048,41.5469,51.004492,1891.5184,101.468514,119.268288,3559.9548,110.903952,77.043864,-6772.0176,-0.095141286,-0.189419408,0.995463779,0.981896271,-0.042095514,-0.0841164,0.999113591,0.996455935,-0.846822352,-0.900808691,0.531875835,-0.434216193,-0.182558309,-0.358980844,0.983195028,0.933344927,29.8056133,-162.7223074,5.820678134,-14.04301556,3348.672409,-193780.0197,110.6453571,-1163.857453,-0.095574835,-0.042132861,-1.592142934,-0.185678633
293,4.695,-13.91893318,-69.0406172,-3.55624854,0.82002802,4.685,4.69,-5.59959262,-5.45945174,-5.35632703,-2.66763062,-2.41260816,-2.17622155,-58.46405618,-57.86771474,-57.27569004,-10.904029,-10.51880968,-10.01121291,0.005,0.005,0.005,28.028176,20.624942,-1480.6468,51.004492,47.277322,-745.434,119.268288,118.40494,-172.6696,77.043864,101.519354,4895.098,-0.093349432,-0.185883626,0.995633408,0.982571767,-0.037973099,-0.075891424,0.999278762,0.997116087,-0.841281488,-0.909589028,0.540597315,-0.415509085,-0.173840903,-0.342387917,0.984773751,0.939558681,28.69023925,-153.674304,4.735940235,-10.3064552,3280.50467,-187893.1686,100.2243839,-1003.367646,-0.093758838,-0.038000507,-1.556207299,-0.176528774
294,4.7,-14.34323834,-70.94412154,-3.67047065,0.82955117,4.69,4.695,-5.45945174,-5.35632703,-5.26684203,-2.41260816,-2.17622155,-1.91785694,-57.86771474,-57.27569004,-56.60943277,-10.51880968,-10.01121291,-9.64754169,0.005,0.005,0.005,20.624942,17.897,-545.5884,47.277322,51.672922,879.12,118.40494,133.251454,2969.3028,101.519354,72.734244,-5757.022,-0.09179433,-0.182813547,0.995777988,0.983147602,-0.033466668,-0.066895842,0.999439834,0.997759964,-0.834938479,-0.919005578,0.550343289,-0.394244528,-0.167586828,-0.330433403,0.98585732,0.94382931,27.73962497,-146.1002227,3.678175242,-7.054213915,3204.627879,-181412.1664,93.07506066,-897.945528,-0.09218353,-0.033485425,-1.517123031,-0.169990956
295,4.705,-14.73465989,-72.86067993,-3.7661608,0.83683167,4.695,4.7,-5.35632703,-5.26684203,-5.19224178,-2.17622155,-1.91785694,-1.65242328,-57.27569004,-56.60943277,-55.89005651,-10.01121291,-9.64754169,-9.30881455,0.005,0.005,0.005,17.897,14.92005,-595.39,51.672922,53.086732,282.762,133.251454,143.875252,2124.7596,72.734244,67.745428,-997.7632,-0.09049773,-0.180252775,0.995896662,0.983620322,-0.028836229,-0.057648475,0.999584149,0.998336944,-0.827963025,-0.92861467,0.560782693,-0.371045542,-0.16175564,-0.319250909,0.986830843,0.947670226,26.9593747,-139.9795917,2.730502696,-4.511946221,3123.698417,-174583.681,86.65402833,-806.6462797,-0.090870603,-0.028848226,-1.476441829,-0.163914252
296,4.71,-15.12251713,-74.78932124,-3.84737933,0.84217679,4.7,4.705,-5.26684203,-5.19224178,-5.12380412,-1.91785694,-1.65242328,-1.39693455,-56.60943277,-55.89005651,-55.13418091,-9.64754169,-9.30881455,-8.9897268,0.005,0.005,0.005,14.92005,13.687532,-246.5036,53.086732,51.097746,-397.7972,143.875252,151.17512,1459.9736,67.745428,63.81755,-785.5756,-0.089308105,-0.177902467,0.996004047,0.984048125,-0.024378692,-0.048742893,0.999702796,0.998811359,-0.820493055,-0.938080366,0.571656494,-0.346417705,-0.156257369,-0.308675923,0.987716374,0.951167269,26.25336866,-134.5171185,1.951426137,-2.726014593,3039.777905,-167595.6649,80.81518794,-726.5064609,-0.089666407,-0.02438594,-1.435290359,-0.158200646
297,4.715,-15.53575801,-76.72896038,-3.91816607,0.84603791,4.705,4.71,-5.19224178,-5.12380412,-5.05951452,-1.65242328,-1.39693455,-1.16324702,-55.89005651,-55.13418091,-54.35566098,-9.30881455,-8.9897268,-8.60434932,0.005,0.005,0.005,13.687532,12.85792,-165.9224,51.097746,46.737506,-872.048,151.17512,155.703986,905.7732,63.81755,77.075496,2651.5892,-0.088190467,-0.175693689,0.99610363,0.984444883,-0.020301096,-0.040593824,0.999793912,0.999175731,-0.812650035,-0.947146904,0.582752023,-0.320800158,-0.149610399,-0.295853077,0.988745027,0.955233457,25.59868718,-129.5169295,1.35314363,-1.574040295,2954.537881,-160595.8594,74.03482722,-637.0215153,-0.088535434,-0.02030528,-1.394504012,-0.151313428
298,4.72,-16.00139442,-78.67861551,-3.98265623,0.84899967,4.71,4.715,-5.12380412,-5.05951452,-5.00897616,-1.39693455,-1.16324702,-0.89951603,-55.13418091,-54.35566098,-53.50118072,-8.9897268,-8.60434932,-8.34094045,0.005,0.005,0.005,12.85792,10.107672,-550.0496,46.737506,52.746198,1201.7384,155.703986,170.896052,3038.4132,77.075496,52.681774,-4878.7444,-0.087311809,-0.173956736,0.996181032,0.984753296,-0.015698871,-0.031393874,0.999876765,0.999507091,-0.803869118,-0.956292705,0.594806221,-0.292411118,-0.145063225,-0.287057606,0.989422387,0.957913321,25.08984217,-125.6744213,0.809129088,-0.727824585,2862.376338,-153140.5138,69.57128759,-580.2899668,-0.087646528,-0.015700806,-1.351480683,-0.146614052
299,4.725,-16.54095915,-80.6369842,-4.04515928,0.85176305,4.715,4.72,-5.05951452,-5.00897616,-4.95065295,-1.16324702,-0.89951603,-0.67141339,-54.35566098,-53.50118072,-52.63931068,-8.60434932,-8.34094045,-8.01514332,0.005,0.005,0.005,10.107672,11.664642,311.394,52.746198,45.620528,-1425.134,170.896052,172.374008,295.5912,52.681774,65.159426,2495.5304,-0.086297719,-0.171951553,0.996269393,0.985105407,-0.011718106,-0.023434603,0.999931341,0.999725372,-0.794831155,-0.96465581,0.606830648,-0.263513129,-0.139434825,-0.276145442,0.990231251,0.961115859,24.50896463,-121.3353781,0.45079594,-0.30267043,2770.897029,-145858.1096,64.24252244,-514.9130246,-0.086620868,-0.011718911,-1.309807204,-0.140810366
300,4.73,-17.17070429,-82.60316629,-4.11020031,0.8551221,4.72,4.725,-5.00897616,-4.95065295,-4.89398302,-0.89951603,-0.67141339,-0.43565977,-53.50118072,-52.63931068,-51.71763201,-8.34094045,-8.01514332,-7.71370759,0.005,0.005,0.005,11.664642,11.333986,-66.1312,45.620528,47.150724,306.0392,172.374008,184.335734,2392.3452,65.159426,60.287146,-974.456,-0.08531229,-0.170002528,0.996354261,0.985443626,-0.007603624,-0.015206809,0.999971092,0.99988437,-0.784967062,-0.972633059,0.619537498,-0.232346577,-0.134223267,-0.266017392,0.990951116,0.963968229,23.9510698,-117.2161289,0.189799435,-0.082687978,2674.713461,-138329.8465,59.50128478,-458.9755121,-0.085624455,-0.007603844,-1.267021067,-0.135448929
301,4.735,-17.90164173,-84.57656655,-4.18252386,0.85993422,4.725,4.73,-4.95065295,-4.89398302,-4.85762963,-0.67141339,-0.43565977,-0.21669329,-52.63931068,-51.71763201,-50.75566968,-8.01514332,-7.71370759,-7.51142916,0.005,0.005,0.005,11.333986,7.270678,-812.6616,47.150724,43.793296,-671.4856,184.335734,192.392466,1611.3464,60.287146,40.455686,-3966.292,-0.0846801,-0.16875189,0.99640819,0.985658561,-0.003782002,-0.007563951,0.999992848,0.999971393,-0.774455249,-0.979885229,0.632628696,-0.199561867,-0.13072396,-0.259204383,0.991418805,0.965822493,23.59656562,-114.6233763,0.046955982,-0.010175046,2576.138005,-130753.6096,56.42156803,-423.8066113,-0.084985351,-0.003782029,-1.22418609,-0.131855437
302,4.74,-18.73600003,-86.55526961,-4.26708718,0.86708431,4.73,4.735,-4.89398302,-4.85762963,-4.81861483,-0.43565977,-0.21669329,0.01458925,-51.71763201,-50.75566968,-49.74741638,-7.71370759,-7.51142916,-7.30765835,0.005,0.005,0.005,7.270678,7.80296,106.4564,43.793296,46.256508,492.6424,192.392466,201.65066,1851.6388,40.455686,40.754162,59.6952,-0.08400159,-0.167409392,0.996465621,0.985887466,0.00025463,0.000509261,0.999999968,0.99999987,-0.763203334,-0.986300482,0.646158395,-0.164958657,-0.127197187,-0.252328044,0.99187745,0.967641751,23.21904888,-111.8836533,0.000212846,3.10527E-06,2474.805436,-123115.1765,53.40187056,-390.2426253,-0.084299536,0.00025463,-1.181139701,-0.128238814
303,4.745,-19.66626748,-88.53579944,-4.36906902,0.8774432,4.735,4.74,-4.85762963,-4.81861483,-4.77444829,-0.21669329,0.01458925,0.21520148,-50.75566968,-49.74741638,-48.70144,-7.51142916,-7.30765835,-7.11904506,0.005,0.005,0.005,7.80296,8.833308,206.0696,46.256508,40.122446,-1226.8124,201.65066,209.195276,1508.9232,40.754162,37.722658,-606.3008,-0.083233438,-0.165889248,0.996530077,0.98614439,0.003755966,0.007511878,0.999992946,0.999971785,-0.751280721,-0.991664687,0.659982786,-0.128845443,-0.12393132,-0.245951817,0.992290798,0.969282056,22.79535647,-108.8352507,0.046311677,0.009966341,2371.830258,-115511.549,50.68080257,-360.7989171,-0.083523257,0.003755992,-1.138333812,-0.124894154
304,4.75,-20.67631522,-90.51392142,-4.49386526,0.89181991,4.74,4.745,-4.81861483,-4.77444829,-4.71665155,0.01458925,0.21520148,0.37648955,-49.74741638,-48.70144,-47.62320823,-7.30765835,-7.11904506,-6.94190757,0.005,0.005,0.005,8.833308,11.559348,545.208,40.122446,32.257614,-1572.9664,209.195276,215.646354,1290.2156,37.722658,35.427498,-459.032,-0.082228152,-0.163899378,0.996613531,0.986477062,0.006570935,0.013141586,0.999978411,0.999913646,-0.738728413,-0.995810649,0.674003214,-0.091439336,-0.120862934,-0.239953826,0.992669205,0.970784302,22.24680184,-104.9304124,0.141744381,0.053365278,2267.969962,-108008.0058,48.19008071,-334.5310861,-0.082507562,0.006571077,-1.096030995,-0.121755499
305,4.755,-21.74218878,-92.48516077,-4.64702468,0.91090738,4.745,4.75,-4.77444829,-4.71665155,-4.66381622,0.21520148,0.37648955,0.5546957,-48.70144,-47.62320823,-46.50945738,-7.11904506,-6.94190757,-6.77622813,0.005,0.005,0.005,11.559348,10.567066,-198.4564,32.257614,35.64123,676.7232,215.646354,222.75017,1420.7632,35.427498,33.135888,-458.322,-0.08130909,-0.16207974,0.996688934,0.986777664,0.009681115,0.019361323,0.999953137,0.999812552,-0.725487983,-0.998612203,0.688234834,-0.052665626,-0.117991979,-0.234335504,0.993014548,0.972155786,21.75118173,-101.4435142,0.30768732,0.170672833,2163.129626,-100605.9851,45.91726767,-311.1458808,-0.081579204,0.009681569,-1.054128542,-0.118822005
306,4.76,-22.83340109,-94.44530497,-4.83412733,0.93522261,4.75,4.755,-4.71665155,-4.66381622,-4.62884483,0.37648955,0.5546957,0.74042145,-47.62320823,-46.50945738,-45.36537212,-6.94190757,-6.77622813,-6.69977937,0.005,0.005,0.005,10.567066,6.994278,-714.5576,35.64123,37.14515,300.784,222.75017,228.817052,1213.3764,33.135888,15.289752,-3569.2272,-0.08070073,-0.160875029,0.996738377,0.986974784,0.012922432,0.025842707,0.999916502,0.999666021,-0.711601555,-0.99991867,0.702583252,-0.012753547,-0.116666913,-0.231740412,0.993171099,0.972777663,21.42620446,-99.17857574,0.548223924,0.405916752,2058.016988,-93362.70647,44.88704361,-300.7332887,-0.080964806,0.012923512,-1.012835921,-0.117469098
307,4.765,-23.91895845,-96.39238576,-5.06065144,0.96504323,4.755,4.76,-4.66381622,-4.62884483,-4.57822968,0.5546957,0.74042145,0.92307257,-46.50945738,-45.36537212,-44.17140216,-6.77622813,-6.69977937,-6.61334597,0.005,0.005,0.005,6.994278,10.12303,625.7504,37.14515,36.530224,-122.9852,228.817052,238.793992,1995.388,15.289752,17.28668,399.3856,-0.079820179,-0.15913099,0.996809279,0.987257478,0.016109959,0.032215736,0.999870226,0.999480938,-0.696807187,-0.999581744,0.717258492,0.028919488,-0.115168535,-0.228804399,0.993345966,0.973472417,20.960187,-95.96055023,0.852062969,0.786515955,1951.112769,-86183.38677,43.73634492,-289.2435804,-0.080075678,0.01611205,-0.971486842,-0.115940004
