time,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l_moment,ankle_angle_l_moment,time_prev,knee_angle_r_prev,knee_angle_r,ankle_angle_r_prev,ankle_angle_r,knee_angle_l_prev,knee_angle_l,ankle_angle_l_prev,ankle_angle_l,delta_t,knee_angular_vel_r,ankle_angular_vel_r,knee_angular_vel_l,ankle_angular_vel_l
4.89,-28.68909566,-0.71014631,-13.21328702,-134.935297,4.885,-4.00743774,-3.45510683,-9.00453811,-9.15695366,-6.83175201,-7.0579348,2.6228451,2.69798993,0.005,110.466182,-30.48311,-45.236558,15.028966
4.895,-28.74433703,-0.78016802,-12.50061556,-135.8184769,4.89,-3.45510683,-3.07307025,-9.15695366,-9.27045411,-7.0579348,-7.29188509,2.69798993,2.77218176,0.005,76.407316,-22.70009,-46.790058,14.838366
4.9,-28.54522725,-0.83454347,-11.73914854,-136.682545,4.895,-3.07307025,-2.8154308,-9.27045411,-9.37436185,-7.29188509,-7.49340814,2.77218176,2.82985555,0.005,51.52789,-20.781548,-40.30461,11.534758
4.905,-28.089133,-0.87161509,-10.94433424,-137.5167379,4.9,-2.8154308,-2.76530148,-9.37436185,-9.40801375,-7.49340814,-7.73205981,2.82985555,2.90592021,0.005,10.025864,-6.73038,-47.730334,15.212932
4.91,-27.37739684,-0.89004318,-10.13130447,-138.3091905,4.905,-2.76530148,-2.82094055,-9.40801375,-9.44514352,-7.73205981,-7.96060647,2.90592021,2.9625641,0.005,-11.127814,-7.425954,-45.709332,11.328778
4.915,-26.4159513,-0.8888858,-9.31181198,-139.0476032,4.91,-2.82094055,-2.98808523,-9.44514352,-9.4987129,-7.96060647,-8.17428599,2.9625641,3.00871688,0.005,-33.428936,-10.713876,-42.735904,9.230556
4.92,-25.21597306,-0.86766206,-8.49237198,-139.7192102,4.915,-2.98808523,-3.29309286,-9.4987129,-9.46996915,-8.17428599,-8.41122132,3.00871688,3.04524283,0.005,-61.001526,5.74875,-47.387066,7.30519
4.925,-23.79440609,-0.82639174,-7.67421392,-140.3104436,4.92,-3.29309286,-3.65271044,-9.46996915,-9.49843447,-8.41122132,-8.65116882,3.04524283,3.07422003,0.005,-71.923516,-5.693064,-47.9895,5.79544
4.93,-22.17419869,-0.76560463,-6.85353,-140.8067476,4.925,-3.65271044,-4.0964246,-9.49843447,-9.49018294,-8.65116882,-8.90294027,3.07422003,3.08635188,0.005,-88.742832,1.650306,-50.35429,2.42637
4.935,-20.3841378,-0.68631498,-6.02317753,-141.1930183,4.93,-4.0964246,-4.5922245,-9.49018294,-9.48735708,-8.90294027,-9.16862621,3.08635188,3.08804281,0.005,-99.15998,0.565172,-53.137188,0.338186
4.94,-18.45824839,-0.58996166,-5.17528836,-141.4535473,4.935,-4.5922245,-5.11320495,-9.48735708,-9.43656442,-9.16862621,-9.43352868,3.08804281,3.07130289,0.005,-104.19609,10.158532,-52.980494,-3.347984
4.945,-16.43480807,-0.47832065,-4.30360681,-141.5723781,4.94,-5.11320495,-5.65022796,-9.43656442,-9.39030096,-9.43352868,-9.7209591,3.07130289,3.04000719,0.005,-107.404602,9.252692,-57.486084,-6.25914
4.95,-14.3550631,-0.35340076,-3.40363446,-141.5338272,4.945,-5.65022796,-6.18391445,-9.39030096,-9.31511394,-9.7209591,-10.01257353,3.04000719,2.99581659,0.005,-106.737298,15.037404,-58.322886,-8.83812
4.955,-12.26174167,-0.21733531,-2.47309278,-141.3225257,4.95,-6.18391445,-6.69563331,-9.31511394,-9.20475892,-10.01257353,-10.32394697,2.99581659,2.93108663,0.005,-102.343772,22.071004,-62.274688,-12.945992
4.96,-10.19745791,-0.07228471,-1.51220579,-140.9233857,4.955,-6.69563331,-7.1776884,-9.20475892,-9.07874221,-10.32394697,-10.64822379,2.93108663,2.8461125,0.005,-96.411018,25.203342,-64.855364,-16.994826
4.965,-8.2030817,0.07963653,-0.5167599,-140.3215951,4.96,-7.1776884,-7.61350956,-9.07874221,-8.92055082,-10.64822379,-10.94540928,2.8461125,2.71181335,0.005,-87.164232,31.638278,-59.437098,-26.85983
4.97,-6.31613161,0.23639975,0.51966501,-139.5015131,4.965,-7.61350956,-7.99023586,-8.92055082,-8.81994075,-10.94540928,-11.32513656,2.71181335,2.57267761,0.005,-75.34526,20.122014,-75.945456,-27.827148
4.975,-4.56925876,0.39606785,1.6055962,-138.4455159,4.97,-7.99023586,-8.29883704,-8.81994075,-8.7594134,-11.32513656,-11.68286292,2.57267761,2.38024079,0.005,-61.720236,12.10547,-71.545272,-38.487364
4.98,-12.85201683,0.75830905,2.75068678,-137.1330502,4.975,-8.29883704,-8.52562386,-8.7594134,-8.84009337,-11.68286292,-12.11459499,2.38024079,2.19855831,0.005,-45.357364,-16.135994,-86.346414,-36.336496
4.985,-14.20652211,1.5853551,3.96519686,-135.5392342,4.98,-8.52562386,-8.59093853,-8.84009337,-9.03881804,-12.11459499,-12.5279225,2.19855831,1.98356357,0.005,-13.062934,-39.744934,-82.665502,-42.998948
4.99,-15.10859418,2.74805932,5.25790958,-133.6340137,4.985,-8.59093853,-8.5839238,-9.03881804,-9.437463,-12.5279225,-12.9773405,1.98356357,1.70449833,0.005,1.402946,-79.728992,-89.8836,-55.813048
4.995,-14.7633544,4.262935,6.63209855,-131.3806975,4.99,-8.5839238,-8.43177727,-9.437463,-10.02448662,-12.9773405,-13.46882414,1.70449833,1.40034582,0.005,30.429306,-117.404724,-98.296728,-60.830502
5,-12.36514936,6.09073931,8.07778605,-128.7317588,4.995,-8.43177727,-8.18910594,-10.02448662,-10.7871481,-13.46882414,-13.99662215,1.40034582,1.05022742,0.005,48.534266,-152.532296,-105.559602,-70.02368
5.005,-7.71510832,8.13266628,9.57852802,-125.6494315,5,-8.18910594,-7.86559247,-10.7871481,-11.73902786,-13.99662215,-14.55754606,1.05022742,0.67568389,0.005,64.702694,-190.375952,-112.184782,-74.908706
5.01,-1.63659444,10.18958975,11.10970068,-122.1107054,5.005,-7.86559247,-7.485956,-11.73902786,-12.83711859,-14.55754606,-15.13764105,0.67568389,0.23528467,0.005,75.927294,-219.618146,-116.018998,-88.079844
5.015,4.69548546,12.05514884,12.63091588,-118.09295,5.01,-7.485956,-7.0974131,-12.83711859,-13.95755207,-15.13764105,-15.79089728,0.23528467,-0.25725137,0.005,77.70858,-224.086696,-130.651246,-98.507208
5.02,10.21641731,13.55444584,14.09125235,-113.5848019,5.015,-7.0974131,-6.71437699,-13.95755207,-15.12345129,-15.79089728,-16.43298706,-0.25725137,-0.83439514,0.005,76.607222,-233.179844,-128.417956,-115.428754
5.025,14.04480727,14.54259277,15.42140234,-108.587721,5.02,-6.71437699,-6.3806936,-15.12345129,-16.2066505,-16.43298706,-17.14332223,-0.83439514,-1.47876793,0.005,66.736678,-216.639842,-142.067034,-128.874558
5.03,16.09561065,15.02114639,16.56190507,-103.1002357,5.025,-6.3806936,-6.10664541,-16.2066505,-17.16861013,-17.14332223,-17.89707948,-1.47876793,-2.20968701,0.005,54.809638,-192.391926,-150.75145,-146.183816
5.035,16.89115723,15.09520716,17.44490078,-97.13667207,5.03,-6.10664541,-5.94147898,-17.16861013,-17.80609618,-17.89707948,-18.69200155,-2.20968701,-3.0858813,0.005,33.033286,-127.49721,-158.984414,-175.238858
5.04,17.22228534,14.90887688,18.02280877,-90.71902788,5.035,-5.94147898,-5.75479625,-17.80609618,-18.56936328,-18.69200155,-19.56346126,-3.0858813,-3.94718944,0.005,37.336546,-152.65342,-174.291942,-172.261628
5.045,17.88979101,14.61957831,18.22645624,-83.87994949,5.04,-5.75479625,-5.61976434,-18.56936328,-19.08473719,-19.56346126,-20.467019,-3.94718944,-4.99101453,0.005,27.006382,-103.074782,-180.711548,-208.765018
5.05,19.19462137,14.30599491,18.04990811,-76.67598051,5.045,-5.61976434,-5.55535552,-19.08473719,-19.27178199,-20.467019,-21.39973322,-4.99101453,-6.21041844,0.005,12.881764,-37.40896,-186.542844,-243.880782
5.055,21.01256271,13.97832058,17.53170736,-69.17294345,5.05,-5.55535552,-5.45934998,-19.27178199,-19.57642483,-21.39973322,-22.46347091,-6.21041844,-7.34144967,0.005,19.201108,-60.928568,-212.747538,-226.206246
5.06,22.87708237,13.58053107,16.72317151,-61.45925153,5.055,-5.45934998,-5.3845387,-19.57642483,-19.66110011,-22.46347091,-23.4467915,-7.34144967,-8.91837923,0.005,14.962256,-16.935056,-196.664118,-315.385912
5.065,24.26701631,13.04404112,15.68751572,-53.64567169,5.06,-5.3845387,-5.34228253,-19.66110011,-19.58063745,-23.4467915,-24.54942453,-8.91837923,-10.50592499,0.005,8.451234,16.092532,-220.526606,-317.509152
5.07,25.00632088,12.36446368,14.50329609,-45.85440818,5.065,-5.34228253,-5.29593639,-19.58063745,-19.43570978,-24.54942453,-25.70081649,-10.50592499,-12.23775123,0.005,9.269228,28.985534,-230.278392,-346.365248
5.075,25.08499268,11.5591098,13.23615023,-38.23622194,5.07,-5.29593639,-5.25009355,-19.43570978,-19.21515623,-25.70081649,-26.89840462,-12.23775123,-14.11101746,0.005,9.168568,44.11071,-239.517626,-374.653246
5.08,24.5587921,10.6526892,11.95525793,-30.94836254,5.075,-5.25009355,-5.19675543,-19.21515623,-18.94392284,-26.89840462,-28.14165657,-14.11101746,-16.11071006,0.005,10.667624,54.246678,-248.65039,-399.93852
5.085,23.55978571,9.68255178,10.70734433,-24.15351811,5.08,-5.19675543,-5.14391813,-18.94392284,-18.62271705,-28.14165657,-29.41724667,-16.11071006,-18.23209742,0.005,10.56746,64.241158,-255.11802,-424.277472
5.09,22.17493614,8.67086004,9.51599884,-18.0056731,5.085,-5.14391813,-5.07483452,-18.62271705,-18.27339659,-29.41724667,-30.72987811,-18.23209742,-20.40754861,0.005,13.816722,69.864092,-262.526288,-435.090238
5.095,20.5837563,7.65232105,8.36114203,-12.63424785,5.09,-5.07483452,-4.99670765,-18.27339659,-17.91756816,-30.72987811,-32.08351158,-20.40754861,-22.60205857,0.005,15.625374,71.165686,-270.726694,-438.901992
5.1,18.94741601,6.65235035,7.1824485,-8.12852701,5.095,-4.99670765,-4.89959044,-17.91756816,-17.59359046,-32.08351158,-33.50216008,-22.60205857,-24.71199258,0.005,19.423442,64.79554,-283.7297,-421.986802
5.105,17.33593661,5.67444093,5.93706556,-4.5186223,5.1,-4.89959044,-4.79401817,-17.59359046,-17.26243279,-33.50216008,-34.91969244,-24.71199258,-26.79623716,0.005,21.114454,66.231534,-283.506472,-416.848916
5.11,15.82674644,4.72646568,4.62723813,-1.76155174,5.105,-4.79401817,-4.66757794,-17.26243279,-16.92993979,-34.91969244,-36.38133119,-26.79623716,-28.67804194,0.005,25.288046,66.4986,-292.32775,-376.360956
5.115,14.44910614,3.8079107,-2.9433862,1.89594136,5.11,-4.66757794,-4.54517604,-16.92993979,-16.56380514,-36.38133119,-37.86728895,-28.67804194,-30.35468162,0.005,24.48038,73.22693,-297.191552,-335.327936
5.12,13.21236135,2.9156789,-2.9111922,2.00870154,5.115,-4.54517604,-4.39991222,-16.56380514,-16.27215956,-37.86728895,-39.40073084,-30.35468162,-31.73611688,0.005,29.052764,58.329116,-306.688378,-276.287052
5.125,12.13982986,2.05227315,-2.71575919,2.1146614,5.12,-4.39991222,-4.25163175,-16.27215956,-15.97504089,-39.40073084,-40.94580342,-31.73611688,-32.84757061,0.005,29.656094,59.423734,-309.014516,-222.290746
5.13,11.23408207,1.21529385,-2.28737662,2.21530473,5.125,-4.25163175,-4.11979956,-15.97504089,-15.6647821,-40.94580342,-42.49557416,-32.84757061,-33.70004462,0.005,26.366438,62.051758,-309.954148,-170.494802
5.135,10.49775816,0.4025122,-1.61414053,2.30877109,5.13,-4.11979956,-3.93904505,-15.6647821,-15.39733534,-42.49557416,-44.04839643,-33.70004462,-34.21091604,0.005,36.150902,53.489352,-310.564454,-102.174284
5.14,9.94294073,-0.38600406,-0.72586801,2.390686,5.135,-3.93904505,-3.78366554,-15.39733534,-15.13429015,-44.04839643,-45.603286,-34.21091604,-34.45104861,0.005,31.075902,52.609038,-310.977914,-48.026514
5.145,9.54426714,-1.15798503,0.33549287,2.45654888,5.14,-3.78366554,-3.60458581,-15.13429015,-14.88718417,-45.603286,-47.11341001,-34.45104861,-34.42236958,0.005,35.815946,49.421196,-302.024802,5.735806
5.15,9.28894682,-1.91807945,1.51922229,2.50216765,5.145,-3.60458581,-3.47193262,-14.88718417,-14.59174049,-47.11341001,-48.64036068,-34.42236958,-34.09066559,0.005,26.530638,59.088736,-305.390134,66.340798
5.155,9.16541659,-2.66893284,2.7695435,2.52407934,5.15,-3.47193262,-3.26643007,-14.59174049,-14.34691743,-48.64036068,-50.05663419,-34.09066559,-33.61342105,0.005,41.10051,48.964612,-283.254702,95.448908
5.16,9.1333325,-3.41795898,4.02936584,2.51990355,5.155,-3.26643007,-3.12851393,-14.34691743,-14.07670251,-50.05663419,-51.48701382,-33.61342105,-32.84169415,0.005,27.583228,54.042984,-286.075926,154.34538
5.165,9.17173126,-4.16649646,5.24374889,2.48858489,5.16,-3.12851393,-2.95824972,-14.07670251,-13.82148632,-51.48701382,-52.81567889,-32.84169415,-32.00293581,0.005,34.052842,51.043238,-265.733014,167.751668
5.17,9.23596102,-4.92042007,6.36282929,2.43049849,5.165,-2.95824972,-2.79064572,-13.82148632,-13.54285755,-52.81567889,-54.04305434,-32.00293581,-31.1692725,0.005,33.5208,55.725754,-245.47509,166.732662
5.175,9.27752825,-5.68578607,7.34404072,2.34741429,5.17,-2.79064572,-2.64788109,-13.54285755,-13.27159463,-54.04305434,-55.24841609,-31.1692725,-30.14332931,0.005,28.552926,54.252584,-241.07235,205.188638
5.18,9.26058896,-6.46713871,8.15358234,2.24233312,5.175,-2.64788109,-2.49943002,-13.27159463,-12.9824895,-55.24841609,-56.32014319,-30.14332931,-29.27529317,0.005,29.690214,57.821026,-214.34542,173.607228
5.185,9.14870744,-7.27018901,8.76719264,2.11922181,5.18,-2.49943002,-2.37811059,-12.9824895,-12.71052245,-56.32014319,-57.34876589,-29.27529317,-28.3387198,0.005,24.263886,54.39341,-205.72454,187.314674
5.19,8.91573408,-8.10036617,9.17031757,1.98268492,5.185,-2.37811059,-2.23501317,-12.71052245,-12.41811078,-57.34876589,-58.25889979,-28.3387198,-27.5038622,0.005,28.619484,58.482334,-182.02678,166.97152
5.195,8.55276573,-8.96122382,9.35776889,1.83761425,5.19,-2.23501317,-2.11889195,-12.41811078,-12.1536049,-58.25889979,-59.10149759,-27.5038622,-26.75219257,0.005,23.224244,52.901176,-168.51956,150.333926
5.2,8.05840294,-9.85716133,9.33298331,1.68885549,5.195,-2.11889195,-2.00550964,-12.1536049,-11.86141968,-59.10149759,-59.84908739,-26.75219257,-26.0238737,0.005,22.676462,58.437044,-149.51796,145.663774
5.205,7.4462659,-10.78923498,9.12061661,1.54240436,5.2,-2.00550964,-1.89240921,-11.86141968,-11.59516039,-59.84908739,-60.51568787,-26.0238737,-25.29154977,0.005,22.620086,53.251858,-133.320096,146.464786
5.21,6.74539874,-11.75489518,8.72474916,1.40104016,5.205,-1.89240921,-1.80700647,-11.59516039,-11.32906039,-60.51568787,-61.1080869,-25.29154977,-24.66854578,0.005,17.080548,53.22,-118.479806,124.600798
5.215,5.98355789,-12.75191461,8.15093672,1.26606778,5.21,-1.80700647,-1.70043139,-11.32906039,-11.069634,-61.1080869,-61.59559512,-24.66854578,-24.05344508,0.005,21.315016,51.885278,-97.501644,123.02014
5.22,5.20050161,-13.77523877,7.43306779,1.14063616,5.215,-1.70043139,-1.63947704,-11.069634,-10.79895997,-61.59559512,-62.03799048,-24.05344508,-23.46595831,0.005,12.19087,54.134806,-88.479072,117.497354
5.225,4.43108483,-14.82185162,6.60574404,1.02704397,5.22,-1.63947704,-1.57496287,-10.79895997,-10.52715901,-62.03799048,-62.38247224,-23.46595831,-22.87593559,0.005,12.902834,54.360192,-68.896352,118.004544
5.23,3.71036341,-15.89005988,5.7029851,0.92678433,5.225,-1.57496287,-1.49654486,-10.52715901,-10.28465705,-62.38247224,-62.64140755,-22.87593559,-22.28823997,0.005,15.683602,48.500392,-51.787062,117.539124
5.235,3.07518561,-16.97801066,4.75709326,0.84063412,5.23,-1.49654486,-1.46737728,-10.28465705,-10.01418295,-62.64140755,-62.85588259,-22.28823997,-21.71287446,0.005,5.833516,54.09482,-42.895008,115.073102
5.24,2.55004574,-18.08636137,3.79767681,0.76876908,5.235,-1.46737728,-1.4257306,-10.01418295,-9.77695017,-62.85588259,-62.97693277,-21.71287446,-21.11910219,0.005,8.329336,47.446556,-24.210036,118.754454
5.245,2.15276725,-19.216513,2.85084574,0.71088708,5.24,-1.4257306,-1.41112148,-9.77695017,-9.51841422,-62.97693277,-63.0491046,-21.11910219,-20.51253454,0.005,2.921824,51.70719,-14.434366,121.31353
5.25,1.8854463,-20.37012183,1.9385967,0.66632514,5.245,-1.41112148,-1.41280521,-9.51841422,-9.261136,-63.0491046,-63.06222727,-20.51253454,-19.90943544,0.005,-0.336746,51.455644,-2.624534,120.61982
5.255,1.73886032,-21.54767929,1.07841045,0.63416129,5.25,-1.41280521,-1.43132785,-9.261136,-8.98215226,-63.06222727,-63.02696402,-19.90943544,-19.33862544,0.005,-3.704528,55.796748,7.05265,114.162
5.26,1.69577491,-22.74796603,0.2830678,0.61329616,5.255,-1.43132785,-1.45317596,-8.98215226,-8.7240931,-63.02696402,-62.92145009,-19.33862544,-18.7162693,0.005,-4.369622,51.611832,21.102786,124.471228
5.265,1.73146026,-23.96868526,-0.43933441,0.60251287,5.26,-1.45317596,-1.46979639,-8.7240931,-8.44222144,-62.92145009,-62.77179719,-18.7162693,-18.1411317,0.005,-3.324086,56.374332,29.93058,115.02752
5.27,1.81101632,-25.20796959,-1.08518306,0.60051806,5.265,-1.46979639,-1.512578,-8.44222144,-8.18110305,-62.77179719,-62.57761302,-18.1411317,-17.58808241,0.005,-8.556322,52.223678,38.836834,110.609858
5.275,1.90110707,-26.46320271,-1.65497429,0.60596896,5.27,-1.512578,-1.54953621,-8.18110305,-7.91021787,-62.57761302,-62.33053992,-17.58808241,-16.97758489,0.005,-7.391642,54.177036,49.41462,122.099504
5.28,1.96761278,-27.73343505,-2.15277369,0.61749143,5.275,-1.54953621,-1.57453785,-7.91021787,-7.65679466,-62.33053992,-62.03346276,-16.97758489,-16.43000178,0.005,-5.000328,50.684642,59.415432,109.516622
5.285,1.9787984,-29.01954851,-2.58552708,0.63369563,5.28,-1.57453785,-1.59617015,-7.65679466,-7.39294931,-62.03346276,-61.69492802,-16.43000178,-15.9082582,0.005,-4.32646,52.76907,67.706948,104.348716
5.29,1.91111697,-30.3228727,-2.96227228,0.65319498,5.285,-1.59617015,-1.59049564,-7.39294931,-7.13388117,-61.69492802,-61.31690369,-15.9082582,-15.36733971,0.005,1.134902,51.813628,75.604866,108.183698
5.295,1.74406547,-31.64533284,-3.29332903,0.67463013,5.29,-1.59049564,-1.61368563,-7.13388117,-6.86983271,-61.31690369,-60.88575553,-15.36733971,-14.91547389,0.005,-4.637998,52.809692,86.229632,90.373164
5.3,1.46671652,-32.98712492,-3.58953663,0.69669741,5.295,-1.61368563,-1.58798429,-6.86983271,-6.60563283,-60.88575553,-60.41141617,-14.91547389,-14.43351043,0.005,5.140268,52.839976,94.867872,96.392692
5.305,1.07308803,-34.3473128,-3.85857699,0.71850737,5.3,-1.58798429,-1.58945295,-6.60563283,-6.33108626,-60.41141617,-59.89952659,-14.43351043,-14.02776488,0.005,-0.293732,54.909314,102.377916,81.14911
5.31,0.56162234,-35.7247765,-4.09243812,0.74086,5.305,-1.58945295,-1.56997249,-6.33108626,-6.06201668,-59.89952659,-59.33950947,-14.02776488,-13.62227781,0.005,3.896092,53.813916,112.003424,81.097414
5.315,-0.064469,-37.11749387,-4.31071858,0.76157268,5.31,-1.56997249,-1.54006504,-6.06201668,-5.79000473,-59.33950947,-58.73894784,-13.62227781,-13.23189182,0.005,5.98149,54.40239,120.112326,78.077198
5.32,-0.79848636,-38.52296611,-4.51939059,0.77999344,5.315,-1.54006504,-1.52118265,-5.79000473,-5.52540204,-58.73894784,-58.09139553,-13.23189182,-12.86800513,0.005,3.776478,52.920538,129.510462,72.777338
5.325,-1.63181037,-39.93914404,-4.72277329,0.79567657,5.32,-1.52118265,-1.46714007,-5.52540204,-5.25231393,-58.09139553,-57.41949253,-12.86800513,-12.5180342,0.005,10.808516,54.617622,134.3806,69.994186
5.33,-2.55335446,-41.36421093,-4.92346104,0.80839549,5.325,-1.46714007,-1.41148762,-5.25231393,-4.95955712,-57.41949253,-56.70369667,-12.5180342,-12.13086149,0.005,11.13049,58.551362,143.159172,77.434542
5.335,-3.54879029,-42.79636906,-5.12233701,0.81814379,5.33,-1.41148762,-1.35527009,-4.95955712,-4.71332832,-56.70369667,-55.94585494,-12.13086149,-11.84622681,0.005,11.243506,49.24576,151.568346,56.926936
5.34,-4.60291891,-44.23510926,-5.31868417,0.82512448,5.335,-1.35527009,-1.29787699,-4.71332832,-4.45717108,-55.94585494,-55.14872149,-11.84622681,-11.55511739,0.005,11.47862,51.231448,159.42669,58.221884
5.345,-5.69953208,-45.68106238,-5.51041242,0.82972861,5.34,-1.29787699,-1.23968034,-4.45717108,-4.21126429,-55.14872149,-54.31575849,-11.55511739,-11.28575655,0.005,11.63933,49.181358,166.5926,53.872168
5.35,-6.82549373,-47.13561922,-5.6943879,0.8325052,5.345,-1.23968034,-1.19675344,-4.21126429,-3.97487393,-54.31575849,-53.43390989,-11.28575655,-11.07927288,0.005,8.58538,47.278072,176.36972,41.296734
5.355,-7.96979803,-48.60045981,-5.86682069,0.83412432,5.35,-1.19675344,-1.12379345,-3.97487393,-3.73843987,-53.43390989,-52.53989688,-11.07927288,-10.79296179,0.005,14.591998,47.286812,178.802602,57.262218
5.36,-9.12636643,-50.07855458,-6.02365574,0.83533554,5.355,-1.12379345,-1.07130448,-3.73843987,-3.51472344,-52.53989688,-51.60607803,-10.79296179,-10.57050007,0.005,10.497794,44.743286,186.76377,44.492344
5.365,-10.29277379,-51.57354056,-6.1609364,0.83692509,5.36,-1.07130448,-1.03579784,-3.51472344,-3.29423977,-51.60607803,-50.62656073,-10.57050007,-10.41937959,0.005,7.101328,44.096734,195.90346,30.224096
5.37,-11.46790907,-53.0902365,-6.27515085,0.83967504,5.365,-1.03579784,-0.99457801,-3.29423977,-3.07387855,-50.62656073,-49.64457213,-10.41937959,-10.21572252,0.005,8.243966,44.072244,196.39772,40.731414
5.375,-12.65216305,-54.63536919,-6.36355157,0.84432676,5.37,-0.99457801,-0.95585909,-3.07387855,-2.86517207,-49.64457213,-48.61944885,-10.21572252,-10.0439616,0.005,7.743784,41.741296,205.024656,34.352184
5.38,-13.84510894,-56.21686333,-6.4244028,0.85154875,5.375,-0.95585909,-0.92610644,-2.86517207,-2.65844186,-48.61944885,-47.57430671,-10.0439616,-9.88063495,0.005,5.95053,41.346042,209.028428,32.66533
5.385,-15.04339988,-57.84336758,-6.45714219,0.86190869,5.38,-0.92610644,-0.90537062,-2.65844186,-2.45281245,-47.57430671,-46.49639368,-9.88063495,-9.77787035,0.005,4.147164,41.125882,215.582606,20.55292
5.39,-16.23937786,-59.52318745,-6.46247233,0.87584931,5.385,-0.90537062,-0.8718101,-2.45281245,-2.2618235,-46.49639368,-45.41329561,-9.77787035,-9.56694032,0.005,6.712104,38.19779,216.619614,42.186006
5.395,-17.41863426,-61.26206281,-6.44237896,0.89366681,5.39,-0.8718101,-0.88014134,-2.2618235,-2.03954299,-45.41329561,-44.3016685,-9.56694032,-9.51312745,0.005,-1.666248,44.456102,222.325422,10.762574
5.4,-18.56184245,-63.06309191,-6.4000744,0.91549131,5.395,-0.88014134,-0.8689659,-2.03954299,-1.83675338,-44.3016685,-43.1740634,-9.51312745,-9.36187034,0.005,2.235088,40.557922,225.52102,30.251422
5.405,-19.64856202,-64.92711712,-6.33988934,0.94126953,5.4,-0.8689659,-0.90340024,-1.83675338,-1.5919712,-43.1740634,-42.02960231,-9.36187034,-9.31870093,0.005,-6.886868,48.956436,228.892218,8.633882
5.41,-20.66135729,-66.85372184,-6.26713853,0.97075036,5.405,-0.90340024,-0.91872977,-1.5919712,-1.36716888,-42.02960231,-40.8562237,-9.31870093,-9.26790216,0.005,-3.065906,44.960464,234.675722,10.159754
5.415,-21.58724055,-68.84019407,-6.19814796,1.00275281,5.41,-0.91872977,-0.95199107,-1.36716888,-1.12611461,-40.8562237,-39.66946499,-9.26790216,-9.23813086,0.005,-6.65226,48.210854,237.351742,5.95426
5.42,-22.41814535,-70.8811839,-6.18778632,1.03337687,5.415,-0.95199107,-0.99757133,-1.12611461,-0.87967818,-39.66946499,-38.46405928,-9.23813086,-9.2381534,0.005,-9.116052,49.287286,241.081142,-0.004508
5.425,-23.15245588,-72.96971463,-6.19698235,1.06520159,5.42,-0.99757133,-1.05619998,-0.87967818,-0.62395259,-38.46405928,-37.24021508,-9.2381534,-9.27095548,0.005,-11.72573,51.145118,244.76884,-6.560416
5.43,-23.79657603,-75.09863843,-6.23438628,1.09713301,5.425,-1.05619998,-1.12537055,-0.62395259,-0.37075463,-37.24021508,-35.99872032,-9.27095548,-9.35231367,0.005,-13.834114,50.639592,248.298952,-16.271638
5.435,-24.36292427,-77.26133224,-6.30885872,1.12789151,5.43,-1.12537055,-1.20628273,-0.37075463,-0.10679993,-35.99872032,-34.73311915,-9.35231367,-9.4548986,0.005,-16.182436,52.79094,253.120234,-20.516986
5.44,-24.86714466,-79.45121042,-6.42935533,1.15603783,5.435,-1.20628273,-1.29482874,-0.10679993,0.15408663,-34.73311915,-33.44715381,-9.4548986,-9.60268296,0.005,-17.709202,52.177312,257.193068,-29.556872
5.445,-25.32733998,-81.66227013,-6.60484107,1.18000844,5.44,-1.29482874,-1.39521145,0.15408663,0.41905755,-33.44715381,-32.14309625,-9.60268296,-9.780657,0.005,-20.076542,52.994184,260.811512,-35.594808
5.45,-25.76150225,-83.88904116,-6.8442256,1.19815972,5.445,-1.39521145,-1.50067072,0.41905755,0.68264328,-32.14309625,-30.81602236,-9.780657,-9.99018517,0.005,-21.091854,52.717146,265.414778,-41.905634
5.455,-26.18431463,-86.12580256,-7.1592314,1.20904078,5.45,-1.50067072,-1.60032221,0.68264328,0.93320073,-30.81602236,-29.46303651,-9.99018517,-10.239316,0.005,-19.930298,50.11149,270.59717,-49.826166
5.46,-26.60699669,-88.36647274,-7.55805417,1.21106662,5.455,-1.60032221,-1.72318256,0.93320073,1.2019485,-29.46303651,-28.10834834,-10.239316,-10.47951021,0.005,-24.57207,53.749554,270.937634,-48.038842
5.465,-27.03977432,-90.60499102,-8.04548647,1.20245445,5.46,-1.72318256,-1.8471807,1.2019485,1.46901054,-28.10834834,-26.73497273,-10.47951021,-10.7290214,0.005,-24.799628,53.412408,274.675122,-49.902238
5.47,-27.49308201,-92.83569524,-8.62916887,1.18178105,5.465,-1.8471807,-1.9863368,1.46901054,1.74870718,-26.73497273,-25.35755202,-10.7290214,-10.96629105,0.005,-27.83122,55.939328,275.484142,-47.45393
5.475,-27.97656165,-95.05302116,-9.31606233,1.14781559,5.47,-1.9863368,-2.11925087,1.74870718,2.01344544,-25.35755202,-23.96556599,-10.96629105,-11.20392056,0.005,-26.582814,52.947652,278.397206,-47.525902
5.48,-28.498433,-97.25207806,-10.11210143,1.09956813,5.475,-2.11925087,-2.25622423,2.01344544,2.27780532,-23.96556599,-22.56926606,-11.20392056,-11.43176436,0.005,-27.394672,52.871976,279.259986,-45.56876
5.485,-29.0650644,-99.42829361,-11.02173869,1.03633481,5.48,-2.25622423,-2.385507,2.27780532,2.52917595,-22.56926606,-21.14670898,-11.43176436,-11.71396567,0.005,-25.856554,50.274126,284.511416,-56.440262
